t,Marker,P,V'O2,V'O2/kg,V'CO2,HF,V'E/V'O2,RER,AF,V'E,W,EU/kg,EU,EUKH,EUFett,CHO,Fett,V'O2_filtered
0 days 00:03:01,,-,0.44352044898899,5.9612963573789,0.502486933585407,-,32.3752828820672,1.13295099409922,19.67,17.19158,21.8043285734259,1.78407173639165,132.734937187539,120.777980699155,0.0,29.3863699997944,0.0,0.4442235974296193
0 days 00:03:02,,-,0.393633416412261,5.29077172597125,0.430112321047079,-,33.1008736980648,1.09267227606666,38.21,18.53185,21.839125780758,1.58339994090743,117.804955603513,107.192913603771,0.0,26.08100087683,0.0,0.5219436712491228
0 days 00:03:03,,-,0.892745115114844,11.9992622999307,0.967535270798034,-,29.1207418106742,1.08377548576513,60.6,34.7238,21.8925954979976,3.5910888242216,267.177008522087,243.109314414683,0.0,59.1506847724289,0.0,0.5695061133064258
0 days 00:03:04,,-,0.497114997261785,6.68165318900249,0.539917311917404,-,34.2699377283696,1.08610143506308,74.07,27.70218,21.9503665392504,1.99965710346127,148.774488497519,135.372665863339,0.0,32.9373882879169,0.0,0.7014370224848431
0 days 00:03:05,,-,1.05676920046644,14.2038871030435,1.16264141645923,-,31.7719138532618,1.10018480472942,57.69,41.88294,22.0149554193035,4.25087967587303,316.265447884953,287.775795655739,0.0,70.0184417653865,0.0,1.0814697082734934
0 days 00:03:06,,-,1.55503381079264,20.9009920805463,1.69308144672162,-,31.9857225320694,1.08877468449295,69.76,59.78432,22.1235178409197,6.25516112569915,465.383987752017,423.461520240096,0.0,103.032000058417,0.0,1.6799521784914513
0 days 00:03:07,,-,2.43697850070679,32.7550873750912,2.61086573173252,-,29.1809632212083,1.07135361718427,58.82,79.58346,22.2894501573272,9.80280497825032,729.328690381824,663.629699585569,0.0,161.467080191136,0.0,2.2224254518557354
0 days 00:03:08,,-,2.51640763184356,33.8226832237038,2.71992907275488,-,32.0218389820117,1.08087777128629,60.0,89.22,22.495343018095,10.1223105799205,753.099907146088,685.259570517691,0.0,166.729822510387,0.0,2.4531116680309313
0 days 00:03:09,,-,2.3459727619553,31.5318919617648,2.62689795399156,-,35.0995507430231,1.11974784899127,53.09,89.98755,22.697453126742,9.43673219237073,702.092875112382,638.847326228277,0.0,155.437305651649,0.0,2.3961092826380423
0 days 00:03:10,,-,1.98853784391907,26.7276591924606,2.29025107170314,-,36.750801712665,1.15172616840394,51.72,80.52804,22.877621755795,7.998941586951,595.121254069154,541.511864627372,0.0,131.754711588168,0.0,2.2745190640405983
0 days 00:03:11,,-,2.41132604571681,32.410296313398,2.86250533666962,-,38.1362529398895,1.18710837207362,46.87,98.70822,23.0605068648869,9.69961735742925,721.651531392736,656.644110261047,0.0,159.767423421179,0.0,2.2186824606656046
0 days 00:03:12,,-,2.41133113144563,32.4103646699682,2.8625112700199,-,38.1361725068714,1.18710832896011,46.87,98.70822,23.2609658350009,9.69963781489646,721.653053428297,656.645495189428,0.0,159.767760386722,0.0,2.167677042392814
0 days 00:03:13,,-,1.6337292824178,21.9587269142177,1.98398938032657,-,43.5589058516987,1.21439298522606,49.18,78.24538,23.429103153252,6.57171556423403,488.935637979012,444.891603508454,0.0,108.2461322405,0.0,2.0520924302061596
0 days 00:03:14,,-,2.23658339166997,30.0616047267469,2.56885076164492,-,38.2721611538422,1.14856024202472,47.24,92.40144,23.5899768923891,8.99671080388094,669.355283808742,609.058784836033,0.0,148.189485361565,0.0,1.9636417038391538
0 days 00:03:15,,-,2.15650626526704,28.9852992643419,2.3108154533391,-,36.4405526038521,1.07155517725934,49.99,85.78284,23.7725804231602,8.67459862557533,645.390137742805,587.252454036218,0.0,142.883808767936,0.0,2.092130673361816
0 days 00:03:16,,-,2.16465897712632,29.0948787248161,2.14036670624162,-,34.3546908708569,0.988777783872013,52.63,81.94491,23.9521943377226,8.70739310627233,647.830047106661,589.472572810517,0.0,143.423983652194,0.0,2.5116028873072964
0 days 00:03:17,,-,3.23692166319283,43.5070116020542,3.03493640876933,-,31.0877341099266,0.937599585210763,52.63,108.20728,24.175285670466,12.8820907076037,958.427548645718,736.5137139997,134.649016143669,179.200417031557,14.4939737506641,3.0463546519084823
