t,Marker,P,V'O2,V'O2/kg,V'CO2,HF,V'E/V'O2,RER,AF,V'E,W,EU/kg,EU,EUKH,EUFett,CHO,Fett,V'O2_filtered
0 days 00:03:22,,-,1.300868556724,23.3969164878417,1.08762673616619,-,30.5706212933222,0.836077350432069,48.38,46.2029,14.9414996042769,6.75733705816068,375.707940433734,162.793207196725,177.844357642575,39.6090528459186,19.1436337613105,1.4368770503760784
0 days 00:03:23,,-,1.65712188077454,29.8043503736429,1.36498869237348,-,30.4141780907768,0.823710499637768,48.0,56.784,15.0599492082895,8.58146058376398,477.129208457277,186.70622495779,245.74830329131,45.427305342528,26.4529928193014,1.5672018540689236
0 days 00:03:24,,-,1.65712188077454,29.8043503736429,1.36498869237348,-,30.4141780907768,0.823710499637768,48.0,56.784,15.1924850995277,8.58146058376398,477.129208457277,186.70622495779,245.74830329131,45.427305342528,26.4529928193014,1.7156152331410206
0 days 00:03:25,,-,1.90143196004569,34.1984165475843,1.60523749715858,-,28.3176054318064,0.844225578873728,38.46,58.95918,15.3351793529366,9.89693194400847,550.269416086871,253.575107545028,245.433224044579,61.6971064586442,26.4190768616339,1.7870265768604323
0 days 00:03:26,,-,1.71367490601832,30.8214911154375,1.45072616458908,-,29.1570237881897,0.846558562242009,37.26,54.92124,15.4805250596864,8.92481425380917,496.21967251179,232.56809054234,217.45227744312,56.5859101076253,23.4071342780539,1.7763112858585444
0 days 00:03:27,,-,1.71367490601832,30.8214911154375,1.45072616458908,-,29.1570237881897,0.846558562242009,37.26,54.92124,15.6183638576063,8.92481425380917,496.21967251179,232.56809054234,217.45227744312,56.5859101076253,23.4071342780539,1.762669672322956
0 days 00:03:28,,-,1.84467466997324,33.177601977936,1.52766916649627,-,29.0701666114264,0.828150996684112,37.5,58.6125,15.7611329690838,9.56327212456378,531.717930125746,216.099159151985,265.887817611018,52.5788708398991,28.6208630367081,1.803356704868972
0 days 00:03:29,,-,1.84467466997324,33.177601977936,1.52766916649627,-,29.0701666114264,0.828150996684112,37.5,58.6125,15.9088323941187,9.56327212456378,531.717930125746,216.099159151985,265.887817611018,52.5788708398991,28.6208630367081,1.8666672761832899
0 days 00:03:30,,-,1.93327577871013,34.771147099103,1.61807200932352,-,27.8677778893738,0.836958713879448,38.21,58.95803,16.0602484442402,10.0445617041201,558.47763074908,243.652408320794,262.705654054884,59.2828244089522,28.2783265936366,1.8860036656546586
0 days 00:03:31,,-,1.853088506087,33.3289299655935,1.55987320944765,-,28.7181749955237,0.841769405143794,35.29,57.91089,16.2122526435647,9.63943533069976,535.952604386907,242.537461690627,243.457359042979,59.0115478566002,26.2063895632916,1.8583835660486776
0 days 00:03:32,,-,1.853088506087,33.3289299655935,1.55987320944765,-,28.7181749955237,0.841769405143794,35.29,57.91089,16.3611283670055,9.63943533069976,535.952604386907,242.537461690627,243.457359042979,59.0115478566002,26.2063895632916,1.85624337988489
0 days 00:03:33,,-,1.8554540774376,33.3714762129065,1.59651040398566,-,31.9461099688647,0.860441885034664,45.11,65.27417,16.5104441302584,9.69641890349346,539.120891034237,277.790265375384,211.309068094397,67.588872354108,22.7458630887402,1.931160827139918
0 days 00:03:34,,-,2.07293612233183,37.2830237829467,1.75556178809813,-,30.039217961986,0.846896230513516,43.79,68.09345,16.6686969217846,10.7967483445087,600.299207954683,282.030505285871,262.384003159644,68.6205608968055,28.2437032464633,2.030346377176397
0 days 00:03:35,,-,2.07296570728565,37.2835558864326,1.75558684414252,-,30.0387892482485,0.846896230831185,43.79,68.09345,16.8354478917054,10.7969024365996,600.307775474939,282.034531090699,262.387747288385,68.6215404113622,28.2441062743149,2.0476758532053054
0 days 00:03:36,,-,1.996468010328,35.907698027482,1.70503263311257,-,29.6424684462023,0.854024519447449,38.96,64.36192,16.9992649835815,10.4168216912429,579.175286033103,285.980246534771,239.371859114297,69.5815684999444,25.7666156204841,1.9647754819355034
0 days 00:03:37,,-,1.996468010328,35.907698027482,1.70503263311257,-,29.6424684462023,0.854024519447449,38.96,64.36192,17.1601470074796,10.4168216912429,579.175286033103,285.980246534771,239.371859114297,69.5815684999444,25.7666156204841,1.8962613570496984
0 days 00:03:38,,-,1.48701018932845,26.7447875778498,1.28569807783336,-,26.080016316172,0.864619548043577,31.25,42.9375,17.3006590223419,7.77897879452469,432.511220975573,228.894026773112,163.528589106317,55.6919773170589,17.6026468359868,1.9539083834576545
0 days 00:03:39,,-,2.5732924022736,46.2822374509641,2.18300124308821,-,26.8911297988756,0.848330038653766,45.11,75.19837,17.464266324892,13.4075783702363,745.461357385136,353.827062981306,322.260389872456,86.0893097278116,34.6889547763677,2.102389436955023
0 days 00:03:40,,-,2.15129497129292,38.6923555987935,1.85788412004604,-,28.0158745333643,0.863611984798838,39.73,65.5545,17.6546872671435,11.2512486839067,625.569426825215,328.960571307644,238.61166412749,80.0390684446822,25.6847862354672,2.214969970829355
0 days 00:03:41,,-,2.15126668849308,38.6918469153431,1.85785999962051,-,28.016242859326,0.863612126547596,39.73,65.5545,17.8284554131481,11.2511011584195,625.561224408122,328.956554060848,238.608241438852,80.0380910123717,25.6844178082725,2.2425609774723454
0 days 00:03:42,,-,2.1559654600543,38.7763571952212,1.86875999949307,-,29.6879895276189,0.866785685632461,43.16,69.74656,18.0024803256118,11.2844990167378,627.418145330624,336.575845973206,232.719195326722,81.8919333268142,25.0505054173006,2.2412854805480227
0 days 00:03:43,,-,2.33731287444661,42.0380013389678,2.06503062377401,-,29.3535370253946,0.883506288931447,45.8,74.6998,18.1844821623206,12.2840841541878,682.995078972844,404.303269062532,215.679724665531,98.3706250760418,23.2163320414996,2.250871852071793
0 days 00:03:44,,-,2.33731287444661,42.0380013389678,2.06503062377401,-,29.3535370253946,0.883506288931447,45.8,74.6998,18.3742030175909,12.2840841541878,682.995078972844,404.303269062532,215.679724665531,98.3706250760418,23.2163320414996,2.2456363813626194
0 days 00:03:45,,-,2.13078545293156,38.3234793692727,1.95709511368924,-,30.5402685711362,0.918485298928919,35.29,69.76833,18.5562841279255,11.2947646661211,627.988915436335,443.750864176878,126.793780076784,107.968580091698,13.6484155088035,2.215602168405216
0 days 00:03:46,,-,2.1667132380949,38.9696625556637,1.93718979911605,-,31.1559272418325,0.89406838203441,47.24,73.78888,18.7316693060738,11.4169850221537,634.784367231744,397.8746975659,178.496814137396,96.8064957581265,19.2138658920771,2.2114565493467384
0 days 00:03:47,,-,2.33435285093122,41.9847635059572,2.16654976562425,-,30.8976939673998,0.928115800813906,44.44,78.03664,18.9156111003445,12.4028156747774,689.596551517624,508.819064558057,117.845201580742,123.800259016559,12.6851670162262,2.275420800226943
0 days 00:03:48,,-,2.33435285093122,41.9847635059572,2.16654976562425,-,30.8976939673998,0.928115800813906,44.44,78.03664,19.1071656979883,12.4028156747774,689.596551517624,508.819064558057,117.845201580742,123.800259016559,12.6851670162262,2.3745036058652205
0 days 00:03:49,,-,2.51904742063786,45.3066082848537,2.35802640047097,-,31.7302800039232,0.936078606997356,47.24,86.213,19.3064979700747,13.4099965378497,745.595807504443,569.307743562075,108.376560719907,138.517699163522,11.6659376447694,2.4333669063773105
0 days 00:03:50,,-,2.3185495199604,41.7005309345396,2.24402998436886,-,31.7643247927083,0.967859416005566,47.24,79.93008,19.5060994755246,12.4376804268761,691.535031734312,598.312577147481,30.716214368315,145.574836288925,3.30637399013079,2.413261695086887
0 days 00:03:51,,-,2.3604515979743,42.4541654311925,2.31092841015363,-,32.6089931545539,0.979019613084558,44.11,82.83858,19.7001906780725,12.6964321332849,705.921626610642,635.694733761082,6.59100612945036,154.670251523378,0.709473210920383,2.342747319257107
0 days 00:03:52,,-,2.3604515979743,42.4541654311925,2.31092841015363,-,32.6089931545539,0.979019613084558,44.11,82.83858,19.8962800187976,12.6964321332849,705.921626610642,635.694733761082,6.59100612945036,154.670251523378,0.709473210920383,2.2846057970437816
0 days 00:03:53,,-,2.21337826870075,39.8089616672796,2.21154270121493,-,32.6633233109485,0.999170694177415,44.11,78.16292,20.0863261547252,11.9138588501444,662.410552068031,602.739644646474,0.0,146.651981665809,0.0,2.2770481550160975
0 days 00:03:54,,-,2.23958847339433,40.2803682265168,2.17326953311217,-,30.7020690706569,0.970387889976211,40.0,74.08,20.2711595615279,12.0214024624353,668.3899769114,583.647636249082,24.3648270903859,142.006724148195,2.62269398174229,2.2893840254709654
0 days 00:03:55,,-,2.23958847339433,40.2803682265168,2.17326953311217,-,30.7020690706569,0.970387889976211,40.0,74.08,20.4568234440033,12.0214024624353,668.3899769114,583.647636249082,24.3648270903859,142.006724148195,2.62269398174229,2.242823276412252
0 days 00:03:56,,-,2.33727721564536,42.0373599936216,2.3202978265657,-,31.2269890415405,0.992735397852679,43.47,78.76764,20.6468068447596,12.5807645419791,699.490508534038,636.479384622011,0.0,154.861164141609,0.0,2.110949116618006
0 days 00:03:57,,-,1.82760859546353,32.8706581917901,1.82255412103259,-,28.7902946673627,0.997234378059125,35.29,57.31096,20.819924835458,9.83739252687455,546.959024494225,497.688158847404,0.0,121.092009451923,0.0,1.9889601883222383
0 days 00:03:58,,-,1.82760859546353,32.8706581917901,1.82255412103259,-,28.7902946673627,0.997234378059125,35.29,57.31096,20.9718578978175,9.83739252687455,546.959024494225,497.688158847404,0.0,121.092009451923,0.0,2.0057542919901907
0 days 00:03:59,,-,2.3947778372226,43.0715438349388,2.32789006238023,-,29.5861348383667,0.972069319415472,43.79,76.67629,21.1471291373136,12.8596025157839,714.993899877585,628.15193699648,22.2806682118531,152.835021167027,2.39834964605523,2.1690624405532306
0 days 00:04:00,,-,2.37066705609082,42.6378966922809,2.35369988124845,-,30.4042441619177,0.992842868930591,43.79,77.90241,21.344973190039,12.7604906428997,709.483279745225,645.571992446661,0.0,157.073477480939,0.0,2.3601261255518478
0 days 00:04:01,,-,2.4322594172834,43.745672972723,2.42048846933559,-,31.5425235708157,0.995160488283379,45.45,82.76445,21.5446120320751,13.09202127545,727.916382915022,662.344614832596,0.0,161.154407501848,0.0,2.477780607921533
0 days 00:04:02,,-,2.4322594172834,43.745672972723,2.42048846933559,-,31.5425235708157,0.995160488283379,45.45,82.76445,21.7468110273293,13.09202127545,727.916382915022,662.344614832596,0.0,161.154407501848,0.0,2.5176203996790902
0 days 00:04:03,,-,2.55173682194374,45.8945471572615,2.52480258960776,-,31.791381972615,0.989444745200854,44.77,87.07765,21.953976230342,13.7351273161272,763.67307877667,694.880295446524,0.0,169.070631495505,0.0,2.5106915481075793
0 days 00:04:04,,-,2.56476126084753,46.1287996555311,2.5809371415099,-,32.2990101513876,1.00630697324905,46.15,88.9772,22.1666490160262,13.8052334199488,767.570978149154,698.427066365713,0.0,169.933592789711,0.0,2.464675815664244
0 days 00:04:05,,-,2.30882643913091,41.5256553800523,2.32394795048868,-,33.3331855074259,1.00654943615574,46.87,83.19425,22.3692249684958,12.4276237343894,690.975879632053,628.731765894235,0.0,152.976098757721,0.0,2.3903982783831554
0 days 00:04:06,,-,2.30882643913091,41.5256553800523,2.32394795048868,-,33.3331855074259,1.00654943615574,46.87,83.19425,22.561162712838,12.4276237343894,690.975879632053,628.731765894235,0.0,152.976098757721,0.0,2.327825369557128
0 days 00:04:07,,-,2.32908416400416,41.8900029497151,2.39864139875111,-,32.3364012189753,1.02986462911987,43.16,81.05448,22.7539424914605,12.5366641447783,697.038526449675,634.248280655455,0.0,154.318316461181,0.0,2.310255875433963
0 days 00:04:08,,-,2.34008286073112,42.0878212361712,2.40129019027498,-,31.7659050657613,1.02615605223686,42.55,79.994,22.9480214771079,12.5958663707121,700.330170211595,637.243408352572,0.0,155.047057993327,0.0,2.3312074439176302
0 days 00:04:09,,-,2.39816789111658,43.1325160272766,2.42791607790805,-,31.3401327231541,1.01240454719691,42.85,80.85795,23.1449720027134,12.908518240076,717.713614148227,653.060926338037,0.0,158.895602515337,0.0,2.3691017196445125
0 days 00:04:10,,-,2.39816789111658,43.1325160272766,2.42791607790805,-,31.3401327231541,1.01240454719691,42.85,80.85795,23.3443368955324,12.908518240076,717.713614148227,653.060926338037,0.0,158.895602515337,0.0,2.4208292085849665
0 days 00:04:11,,-,2.43472029539194,43.7899333703586,2.52463809652644,-,32.401134598215,1.03693147065176,42.55,84.54685,23.5452211286335,13.1052673413608,728.652864179658,663.014752792128,0.0,161.317458100274,0.0,2.4866861632483572
0 days 00:04:12,,-,2.57219690827774,46.262534321542,2.68185113659459,-,32.4635955090666,1.04263057309647,44.44,89.41328,23.7533390663643,13.8452569691069,769.796287482346,700.451916592705,0.0,170.426257078517,0.0,2.54223762941653
0 days 00:04:13,,-,2.60773011860548,46.901620838228,2.68262190385829,-,32.8250532481388,1.02871914724552,47.24,91.8818,23.9686483448243,14.0365200976574,780.430517429749,710.12819961624,0.0,172.780583848234,0.0,2.562628615259014
0 days 00:04:14,,-,2.60773011860548,46.901620838228,2.68262190385829,-,32.8250532481388,1.02871914724552,47.24,91.8818,24.1854345996659,14.0365200976574,780.430517429749,710.12819961624,0.0,172.780583848234,0.0,2.5678904439514403
0 days 00:04:15,,-,2.47965133221306,44.5980455434003,2.58279346184645,-,33.8532151312906,1.04159541637709,46.87,90.17788,24.3968971209991,13.3471157584376,742.099636169128,675.25021997373,0.0,164.294457414533,0.0,2.591375282784513
0 days 00:04:16,,-,2.53042846758928,45.511303373908,2.69739038707871,-,34.6679153841383,1.06598167924047,47.24,94.0076,24.6051465154643,13.620431726269,757.296003980557,689.077676837124,0.0,167.658802150152,0.0,2.5886062526886313
0 days 00:04:17,,-,2.50106823106404,44.9832415659001,2.65285617374951,-,33.7639409237843,1.06068924501947,45.11,90.44555,24.8142861265319,13.462395606228,748.509195706277,681.082397051375,0.0,165.713478601308,0.0,2.452399775053649
0 days 00:04:18,,-,2.50106823106404,44.9832415659001,2.65285617374951,-,33.7639409237843,1.06068924501947,45.11,90.44555,25.0222053475615,13.462395606228,748.509195706277,681.082397051375,0.0,165.713478601308,0.0,2.186262249975348
0 days 00:04:19,,-,1.74393735004561,31.3657796770793,1.8544914198533,-,27.2528138690057,1.06339337236214,28.98,51.38154,25.1986536032963,9.38701880548166,521.91824558478,474.903089777431,0.0,115.548197026139,0.0,1.9955517913004321
0 days 00:04:20,,-,1.74393735004561,31.3657796770793,1.8544914198533,-,27.2528138690057,1.06339337236214,28.98,51.38154,25.3436308937365,9.38701880548166,521.91824558478,474.903089777431,0.0,115.548197026139,0.0,2.0841685538133596
0 days 00:04:21,,-,2.8197554757896,50.7150265429783,2.92358273654517,-,30.9312778178316,1.03682137038017,48.78,93.70638,25.5333257300429,15.1777801406711,843.884575821312,767.866223998405,0.0,186.828764963116,0.0,2.3855846138695127
0 days 00:04:22,,-,2.65479540370863,47.7481187717379,2.76898519200382,-,32.3298736618651,1.04301265104485,45.8,91.9206,25.7608813681127,14.2898564439069,794.516018281223,722.944858033561,0.0,175.898992222278,0.0,2.6251222538671364
0 days 00:04:23,,-,2.49332716544605,44.8440137670153,2.61486346517875,-,33.1340231418128,1.04874462582248,44.44,88.52448,25.9748686598324,13.4207280953345,746.192482100599,678.974376381906,0.0,165.200578195111,0.0,2.6439483073255103
0 days 00:04:24,,-,2.49332716544605,44.8440137670153,2.61486346517875,-,33.1340231418128,1.04874462582248,44.44,88.52448,26.1821443493048,13.4207280953345,746.192482100599,678.974376381906,0.0,165.200578195111,0.0,2.537487070314779
0 days 00:04:25,,-,2.49861077987178,44.9390428034493,2.59504973677279,-,33.4018890306248,1.03859703066916,44.44,89.36884,26.3896396579347,13.4491679862365,747.773740034751,680.413192298032,0.0,165.550655060348,0.0,2.4700065140452807
0 days 00:04:26,,-,2.53259912955522,45.5503440567486,2.65520088498833,-,33.781686569175,1.0484094596742,44.77,91.50988,26.5987673482975,13.6321156578587,757.945630576944,689.668784123438,0.0,167.802623874316,0.0,2.4759222087815003
0 days 00:04:27,,-,2.46965964662855,44.4183389681394,2.66527707020916,-,34.9422359140888,1.07920825197418,45.11,92.29506,26.8066916534432,13.2933339293611,739.109366472476,672.529318127088,0.0,163.632437500508,0.0,2.485899675744669
0 days 00:04:28,,-,2.46965964662855,44.4183389681394,2.66527707020916,-,34.9422359140888,1.07920825197418,45.11,92.29506,27.0119998107967,13.2933339293611,739.109366472476,672.529318127088,0.0,163.632437500508,0.0,2.4664597595970115
0 days 00:04:29,,-,2.47331290183867,44.4840449970984,2.61274161732431,-,33.8130933364027,1.05637326170174,44.77,89.58477,27.2174598196607,13.3129981537426,740.20269734809,673.524160164841,0.0,163.874491524292,0.0,2.463794710761629
0 days 00:04:30,,-,2.4216240326752,43.5543890768921,2.62859193606252,-,34.8015046360846,1.08546657143912,47.24,90.55908,27.4209231761921,13.0347746344982,724.733469678097,659.4484230564,0.0,160.449737969927,0.0,2.5221060120016983
0 days 00:04:31,,-,2.71280223600879,48.7914071224603,2.89432594029186,-,35.0674180142085,1.06691372554681,49.99,101.77964,27.634341166345,14.6020873997,811.876059423321,738.741081382313,0.0,179.742355567473,0.0,2.608303736926683
0 days 00:04:32,,-,2.62840886136467,47.2735406720264,2.82015430029917,-,35.9296308075023,1.07295114612989,48.38,100.8723,27.8563543919194,14.1478267034532,786.619164712,715.759364536697,0.0,174.150696967566,0.0,2.6457420801954465
0 days 00:04:33,,-,2.62840886136467,47.2735406720264,2.82015430029917,-,35.9296308075023,1.07295114612989,48.38,100.8723,28.0748597154505,14.1478267034532,786.619164712,715.759364536697,0.0,174.150696967566,0.0,2.6084979492356726
0 days 00:04:34,,-,2.50357294133123,45.0282903117127,2.70353331457738,-,36.7523543975812,1.07987000096743,45.8,98.1036,28.2881760987265,13.4758776056701,749.258794875256,681.764471235319,0.0,165.879433390589,0.0,2.54970026631539
0 days 00:04:35,,-,2.52769484826912,45.4621375587971,2.80510416455757,-,37.9011889293529,1.10974794543669,49.18,102.34358,28.4973061949414,13.6057175876191,756.477897871619,688.333266918162,0.0,167.477680515368,0.0,2.5290521973617843
0 days 00:04:36,,-,2.54281133784547,45.7340168677244,2.85427718545861,-,37.6309789782033,1.12248877570172,51.28,102.50872,28.7080672776156,13.6870844853017,761.001897382775,692.449737963531,0.0,168.479254978961,0.0,2.53834610529026
0 days 00:04:37,,-,2.5342511145407,45.580056016919,2.81924123538505,-,37.1321055991939,1.1124553597744,47.24,100.385,28.9191008786,13.6410077285083,758.440029705059,690.118647057934,0.0,167.91207957614,0.0,2.5223149535647846
0 days 00:04:38,,-,2.5342511145407,45.580056016919,2.81924123538505,-,37.1321055991939,1.1124553597744,47.24,100.385,29.1297786646292,13.6410077285083,758.440029705059,690.118647057934,0.0,167.91207957614,0.0,2.4641271270689376
0 days 00:04:39,,-,2.30940414467546,41.5360457675442,2.58401851792161,-,37.4030678862139,1.11891135377032,45.8,92.4702,29.3311104427717,12.4307333259184,691.148772921063,628.889084703929,0.0,153.014375840372,0.0,2.4180169979878685
0 days 00:04:40,,-,2.47130979447571,44.4480178862539,2.74883465110942,-,35.3533337646708,1.11229869167114,44.44,93.27956,29.5298259967593,13.3022161113229,739.603215789555,672.978680778325,0.0,163.741771478911,0.0,2.439966639012225
0 days 00:04:41,,-,2.48066942211811,44.6163565129156,2.70021298629254,-,36.5154095875687,1.08850174159319,49.58,97.1768,29.7356603775412,13.352595788488,742.404325839934,675.527462755167,0.0,164.361913079116,0.0,2.5077238449499046
0 days 00:04:42,,-,2.59590095360566,46.6888660720442,2.7888498488268,-,36.6211738040146,1.07432829629079,49.18,101.60588,29.946673524826,13.9728477448039,776.890334611096,706.90692162265,0.0,171.996817913054,0.0,2.542944485307413
0 days 00:04:43,,-,2.59590095360566,46.6888660720442,2.7888498488268,-,36.6211738040146,1.07432829629079,49.18,101.60588,30.1624763955513,13.9728477448039,776.890334611096,706.90692162265,0.0,171.996817913054,0.0,2.5085931464962985
0 days 00:04:44,,-,2.22854481179844,40.0817412193963,2.37928391096921,-,32.0571072305911,1.06764014722645,39.47,76.69021,30.3630097102733,11.9954951688278,666.949531386826,606.86974609659,0.0,147.656872529584,0.0,2.447756098478971
0 days 00:04:45,,-,2.52049970531849,45.3327285129224,2.7840482196884,-,34.2394406227852,1.10456200959429,46.15,92.43845,30.5604088904255,13.5669885918877,754.324565708955,686.373910053332,0.0,167.000951351176,0.0,2.419369034932672
0 days 00:04:46,,-,2.52049970531849,45.3327285129224,2.7840482196884,-,34.2394406227852,1.10456200959429,46.15,92.43845,30.7699434920113,13.5669885918877,754.324565708955,686.373910053332,0.0,167.000951351176,0.0,2.4351557898709815
0 days 00:04:47,,-,2.4090737306215,43.3286642198112,2.54368918657945,-,35.5812812660931,1.05587851224596,46.51,91.90376,30.9748465522473,12.9672206473154,720.977467990735,656.030767472164,0.0,159.618191599067,0.0,2.473781099367237
0 days 00:04:48,,-,2.42685269836696,43.6484298267438,2.6100424729595,-,36.8081672448061,1.07548450497874,48.0,95.712,31.1758570731885,13.0629187551426,726.29828278593,660.872275520115,0.0,160.796174092485,0.0,2.5153703298972276
0 days 00:04:49,,-,2.67132245893026,48.0453679663715,2.94026222600808,-,36.2473274899113,1.10067663908517,48.78,103.31604,31.3877682466247,14.3788159344302,799.46216595432,727.445449519527,0.0,176.994026647087,0.0,2.542115115447203
0 days 00:04:50,,-,2.50332088098155,45.0237568521861,2.76956301792801,-,36.7794479323399,1.10635557709329,47.24,98.35368,31.6028579029117,13.4745208509435,749.183359312457,681.695831017899,0.0,165.862732607761,0.0,2.5396676370135953
0 days 00:04:51,,-,2.50332088098155,45.0237568521861,2.76956301792801,-,36.7794479323399,1.10635557709329,47.24,98.35368,31.8109643916097,13.4745208509435,749.183359312457,681.695831017899,0.0,165.862732607761,0.0,2.516328608471894
0 days 00:04:52,,-,2.47479997822054,44.5107909751896,2.72949391453133,-,35.4997780722345,1.10291495819954,45.45,93.8997,32.0178853780867,13.3210025777326,740.647743321935,673.929115749092,0.0,163.973020863526,0.0,2.498764278121121
0 days 00:04:53,,-,2.53195398803285,45.5387407919577,2.83834530504225,-,35.5013086433836,1.12100982816336,47.61,96.21981,32.2259965306774,13.6286430815058,757.752555331721,689.493101377545,0.0,167.759878680668,0.0,2.5016926746202217
0 days 00:04:54,,-,2.52986320622231,45.5011368025594,2.80036891928547,-,35.1387180861622,1.10692503547142,43.47,94.67766,32.436396445992,13.6173891174954,757.126834932745,688.923746783557,0.0,167.621349582374,0.0,2.518264410232016
0 days 00:04:55,,-,2.52986320622231,45.5011368025594,2.80036891928547,-,35.1387180861622,1.10692503547142,43.47,94.67766,32.6467094556955,13.6173891174954,757.126834932745,688.923746783557,0.0,167.621349582374,0.0,2.5381730952759276
