t,Marker,P,V'O2,V'O2/kg,V'CO2,HF,V'E/V'O2,RER,AF,V'E,W,EU/kg,EU,EUKH,EUFett,CHO,Fett
0:00:07,,-,1.32688705828939,23.8648751490897,1.3126267569539,-,26.2087114217792,0.989252814513187,28.98,38.63034,0,7.14217960214393,397.105185879203,361.333372297367,0,87.9156623594568,0
0:00:08,,-,1.37499325011012,24.730094426441,1.30821249559217,-,26.8642482405217,0.951431940111267,31.41,41.11569,0.111888024581967,7.34691710631226,408.488591110962,332.041985960751,39.3778871218417,80.7888043700125,4.2387391950314
0:00:09,,-,1.37499325011012,24.730094426441,1.30821249559217,-,26.8642482405217,0.951431940111267,31.41,41.11569,0.225357077668346,7.34691710631226,408.488591110962,332.041985960751,39.3778871218417,80.7888043700125,4.2387391950314
0:00:10,,-,1.35505811223362,24.3715487811803,1.32885946453042,-,26.146834353545,0.98066603382786,31.41,39.60801,0.338398061926054,7.29148373281541,405.406495544537,367.181707020436,1.69350586477164,89.3386148468215,0.182293419243449
0:00:11,,-,1.35505811223362,24.3715487811803,1.32885946453042,-,26.146834353545,0.98066603382786,31.41,39.60801,0.451010977355092,7.29148373281541,405.406495544537,367.181707020436,1.69350586477164,89.3386148468215,0.182293419243449
0:00:12,,-,1.29573237462771,23.3045391120091,1.25832702299026,-,26.5684493758916,0.971131884662379,32.6,38.7614,0.561035719999179,6.95632466713842,386.771651492896,338.646440865288,13.193302393545,82.3957277044496,1.42016172158719
0:00:13,,-,1.29573237462771,23.3045391120091,1.25832702299026,-,26.5684493758916,0.971131884662379,32.6,38.7614,0.668472289858317,6.95632466713842,386.771651492896,338.646440865288,13.193302393545,82.3957277044496,1.42016172158719
0:00:14,,-,1.32116206211577,23.7619075920102,1.25668932430367,-,25.4028033065479,0.951199977912743,29.26,37.4528,0.776700884444217,7.05888902024434,392.474229525585,318.733404288789,38.1233529718052,77.5507066396079,4.10369784411251
0:00:15,,-,1.32116206211577,23.7619075920102,1.25668932430367,-,25.4028033065479,0.951199977912743,29.26,37.4528,0.88572150375688,7.05888902024434,392.474229525585,318.733404288789,38.1233529718052,77.5507066396079,4.10369784411251
0:00:16,,-,1.32011023485868,23.7429898355878,1.26246316510461,-,25.7476982622127,0.95633162425997,30.76,38.08088,0.994766186467831,7.06200514376369,392.647485993261,325.312111221487,31.7462589281722,79.1513652607024,3.41725069194534
0:00:17,,-,1.32011023485868,23.7429898355878,1.26246316510461,-,25.7476982622127,0.95633162425997,30.76,38.08088,1.10383493257707,7.06200514376369,392.647485993261,325.312111221487,31.7462589281722,79.1513652607024,3.41725069194534
0:00:18,,-,1.43230913390048,25.7609556456921,1.38703382675228,-,26.2059000474181,0.968389989230249,31.41,41.71248,1.21771066126239,7.68449209606223,427.25776054106,370.380554442033,18.2632976963766,90.1169232219059,1.96590933222568
0:00:19,,-,1.43230913390048,25.7609556456921,1.38703382675228,-,26.2059000474181,0.968389989230249,31.41,41.71248,1.3363933725238,7.68449209606223,427.25776054106,370.380554442033,18.2632976963766,90.1169232219059,1.96590933222568
0:00:20,,-,1.39411341112773,25.0739822145276,1.36898386147893,-,26.1268270639014,0.981974529870941,30.92,40.53612,1.45368220877458,7.50399029612525,417.221860464564,379.604411223431,0.033266967858514,92.3611706139734,0.00358094379531905
0:00:21,,-,1.39411341112773,25.0739822145276,1.36898386147893,-,26.1268270639014,0.981974529870941,30.92,40.53612,1.56957717001474,7.50399029612525,417.221860464564,379.604411223431,0.033266967858514,92.3611706139734,0.00358094379531905
0:00:22,,-,1.44885961621653,26.0586261909448,1.42742517116812,-,27.2370763587507,0.985205989035442,33.7,43.9448,1.68774807018077,7.79871620019597,433.608620730896,394.548524565391,0,95.9972079234528,0
0:00:23,,-,1.42989213729841,25.7174844837843,1.41113827944511,-,27.6591702047707,0.986884424800925,33.89,44.057,1.80740650546335,7.69662074287214,427.932113303691,389.383365195836,0,94.7404781498384,0
0:00:24,,-,1.4299154545345,25.7179038585341,1.41116115254336,-,27.6587191743272,0.986884328068726,33.89,44.057,1.92627750614278,7.69674625158588,427.939091588175,389.389714866289,0,94.742023081822,0
0:00:25,,-,1.35128509253005,24.3036887145692,1.35689077363956,-,27.834170751916,1.00414840742379,31.74,41.83332,2.04188111984878,7.27350588300367,404.406927095004,367.977362028468,0,89.5322048731066,0
0:00:26,,-,1.35128509253005,24.3036887145692,1.35689077363956,-,27.834170751916,1.00414840742379,31.74,41.83332,2.15421637737517,7.27350588300367,404.406927095004,367.977362028468,0,89.5322048731066,0
0:00:27,,-,1.24017164671784,22.3052454445655,1.25095283444292,-,27.8711580703184,1.00869330286143,33.14,38.97264,2.26193308415347,6.6754201746187,371.153361708799,337.719326250604,0,82.1701523724097,0
0:00:28,,-,1.24017647819476,22.3053323416324,1.25095764765338,-,27.8710494899192,1.00869325426516,33.14,38.97264,2.36503144100927,6.67544618080792,371.15480765292,337.720641941972,0,82.170472491964,0
0:00:29,,-,1.28420044157824,23.097130244213,1.28145184800837,-,26.4437224131969,0.997859684920762,30.76,38.05012,2.4699599024213,6.91241213154104,384.330114513682,349.709097969086,0,85.087371768634,0
0:00:30,,-,1.28420044157824,23.097130244213,1.28145184800837,-,26.4437224131969,0.997859684920762,30.76,38.05012,2.57671826756398,6.91241213154104,384.330114513682,349.709097969086,0,85.087371768634,0
0:00:31,,-,1.31284130023983,23.6122536014358,1.31265026321928,-,27.5820009573015,0.999854485823599,31.57,40.4096,2.68466712102454,7.06657608637259,392.901630402316,357.50847922089,0,86.9850314406059,0
0:00:32,,-,1.31284130023983,23.6122536014358,1.31265026321928,-,27.5820009573015,0.999854485823599,31.57,40.4096,2.79380646280296,7.06657608637259,392.901630402316,357.50847922089,0,86.9850314406059,0
0:00:33,,-,1.4816778794431,26.6488827237967,1.46526070575948,-,28.1338883291339,0.988919876640266,34.68,46.2978,2.90996367990226,7.97536569627044,443.430332712636,403.485482425154,0,98.1716502250983,0
0:00:34,,-,1.3918025919352,25.032420718259,1.40285843169142,-,28.1676153120896,1.00794354014016,34.48,43.7896,3.02940300863228,7.49159773639354,416.532834143481,379.010949706982,0,92.2167760844237,0
0:00:35,,-,1.3918025919352,25.032420718259,1.40285843169142,-,28.1676153120896,1.00794354014016,34.48,43.7896,3.14510657367213,7.49159773639354,416.532834143481,379.010949706982,0,92.2167760844237,0
0:00:36,,-,1.3918025919352,25.032420718259,1.40285843169142,-,28.1676153120896,1.00794354014016,34.48,43.7896,3.26081013871199,7.49159773639354,416.532834143481,379.010949706982,0,92.2167760844237,0
0:00:37,,-,0.871516894257963,15.6747642852152,0.882601936291594,-,28.5408580876431,1.01271925089079,23.16,27.95412,3.35488746508505,4.6910776212692,260.823915742567,237.328517486888,0,57.7441648386589,0
0:00:38,,-,0.871516894257963,15.6747642852152,0.882601936291594,-,28.5408580876431,1.01271925089079,23.16,27.95412,3.42733855279132,4.6910776212692,260.823915742567,237.328517486888,0,57.7441648386589,0
0:00:39,,-,1.00685685086656,18.1089361666648,0.980808375745992,-,24.4259548701818,0.974128919023442,26.08,28.06208,3.50533627210475,5.4093464624848,300.759663314155,266.19078556523,7.42482253504269,64.7666144927567,0.799227398820527
0:00:40,,-,1.00685685086656,18.1089361666648,0.980808375745992,-,24.4259548701818,0.974128919023442,26.08,28.06208,3.58888062302535,5.4093464624848,300.759663314155,266.19078556523,7.42482253504269,64.7666144927567,0.799227398820527
0:00:41,,-,1.53160144210465,27.546788527062,1.47742321886286,-,25.8479646934774,0.96462642189254,31.57,43.78759,3.69405048641367,8.20977253744183,456.463353081766,390.242791356434,24.9298121273439,94.9495842716385,2.6835104550424
0:00:42,,-,1.53160144210465,27.546788527062,1.47742321886286,-,25.8479646934774,0.96462642189254,31.57,43.78759,3.82084586226972,8.20977253744183,456.463353081766,390.242791356434,24.9298121273439,94.9495842716385,2.6835104550424
0:00:43,,-,1.53160144210465,27.546788527062,1.47742321886286,-,25.8479646934774,0.96462642189254,31.57,43.78759,3.94764123812576,8.20977253744183,456.463353081766,390.242791356434,24.9298121273439,94.9495842716385,2.6835104550424
0:00:44,,-,1.00279885942769,18.0359507091312,0.981630587278662,-,23.8552624737253,0.97889080950779,23.43,27.03822,4.05269029799673,5.39370284153241,299.889877989202,269.934131684707,2.92109129341219,65.6774043028484,0.314433939011
0:00:45,,-,1.46875919061544,26.4165322053136,1.41377221053219,-,25.7089795531272,0.962562290377769,35.29,42.45387,4.15510793326165,7.86901251651488,437.517095918227,371.173241235266,26.7472819113218,90.3097910548092,2.87914767613797
0:00:46,,-,1.46875919061544,26.4165322053136,1.41377221053219,-,25.7089795531272,0.962562290377769,35.29,42.45387,4.2766404599056,7.86901251651488,437.517095918227,371.173241235266,26.7472819113218,90.3097910548092,2.87914767613797
0:00:47,,-,1.46875919061544,26.4165322053136,1.41377221053219,-,25.7089795531272,0.962562290377769,35.29,42.45387,4.39817298654956,7.86901251651488,437.517095918227,371.173241235266,26.7472819113218,90.3097910548092,2.87914767613797
0:00:48,,-,0.985594833784371,17.7265257874887,0.957178091494435,-,23.8442808286285,0.971167926904786,24.48,26.75664,4.4998002513475,5.29135270911832,294.199210626978,257.62619844919,10.002163934829,62.6827733453016,1.07665919642939
0:00:49,,-,1.64154494054864,29.524189578213,1.55348917828029,-,26.2024504706062,0.946357994780867,37.5,48,4.60831120491573,8.76042545079637,487.079655064278,388.009985379288,54.8149313237511,94.4063224767124,5.90042317801411
0:00:50,,-,1.64154494054864,29.524189578213,1.55348917828029,-,26.2024504706062,0.946357994780867,37.5,48,4.74361110910025,8.76042545079637,487.079655064278,388.009985379288,54.8149313237511,94.4063224767124,5.90042317801411
0:00:51,,-,1.64154494054864,29.524189578213,1.55348917828029,-,26.2024504706062,0.946357994780867,37.5,48,4.87891101328478,8.76042545079637,487.079655064278,388.009985379288,54.8149313237511,94.4063224767124,5.90042317801411
0:00:52,,-,0.991278810766316,17.8287555893222,0.992968977017405,-,25.5427027441717,1.00170503619439,26.43,28.83513,4.98776454303192,5.33571509199888,296.665759115138,269.941675399927,0,65.6792397566731,0
0:00:53,,-,0.991278810766316,17.8287555893222,0.992968977017405,-,25.5427027441717,1.00170503619439,26.43,28.83513,5.07017169834168,5.33571509199888,296.665759115138,269.941675399927,0,65.6792397566731,0
0:00:54,,-,1.35899535855267,24.442362563897,1.31254940514107,-,26.6881706193806,0.965823317114878,30.3,40.299,5.16764446595173,7.2866576920373,405.138167677274,347.904335462089,20.5964045448914,84.648256803428,2.2170510812585
0:00:55,,-,1.35899535855267,24.442362563897,1.31254940514107,-,26.6881706193806,0.965823317114878,30.3,40.299,5.28018284586209,7.2866576920373,405.138167677274,347.904335462089,20.5964045448914,84.648256803428,2.2170510812585
0:00:56,,-,1.33944361881749,24.0907125686598,1.2832259412501,-,25.8821420423847,0.958029082540245,32.43,38.98086,5.39180772179357,7.16836221275832,398.560939029362,332.369555738366,30.0810548825716,80.8685050458312,3.23800375485163
0:00:57,,-,1.36640689072601,24.5756635022665,1.32322969635585,-,26.5287011109405,0.968400924597783,32.25,40.53825,5.50377454599825,7.33093876338797,407.600195244371,353.353975914496,17.4089826814146,85.9742033855221,1.8739486201738
0:00:58,,-,1.36640689072601,24.5756635022665,1.32322969635585,-,26.5287011109405,0.968400924597783,32.25,40.53825,5.61699682245502,7.33093876338797,407.600195244371,353.353975914496,17.4089826814146,85.9742033855221,1.8739486201738
0:00:59,,-,1.32145722099734,23.7672162049882,1.2873056550741,-,26.3183093991886,0.974156132048325,31.08,38.91216,5.72843254018236,7.09958583439712,394.73697239248,349.400466939745,9.71107594042329,85.0122790607652,1.04532572017474
0:01:00,,-,1.32145722099734,23.7672162049882,1.2873056550741,-,26.3183093991886,0.974156132048325,31.08,38.91216,5.83808169918027,7.09958583439712,394.73697239248,349.400466939745,9.71107594042329,85.0122790607652,1.04532572017474
0:01:01,,-,1.18429856307988,21.3003338683432,1.15482603590675,-,25.9259286105618,0.975113938248399,29.41,34.61557,5.94205171971142,6.36415783150682,353.847175431779,314.279033832036,7.64039977796063,76.4669182073079,0.822432699457549
0:01:02,,-,1.18429856307988,21.3003338683432,1.15482603590675,-,25.9259286105618,0.975113938248399,29.41,34.61557,6.0403426017758,6.36415783150682,353.847175431779,314.279033832036,7.64039977796063,76.4669182073079,0.822432699457549
0:01:03,,-,1.13807815727528,20.4690316056704,1.11327641976445,-,27.4131260674514,0.978207351268206,30.92,35.31064,6.13675051087346,6.1203196055996,340.289770071338,305.564209526363,4.0438838873586,74.3465229991152,0.43529428281578
0:01:04,,-,1.13807815727528,20.4690316056704,1.11327641976445,-,27.4131260674514,0.978207351268206,30.92,35.31064,6.23127544700438,6.1203196055996,340.289770071338,305.564209526363,4.0438838873586,74.3465229991152,0.43529428281578
0:01:05,,-,1.0926422565694,19.6518391469317,1.07724149822885,-,28.1568828361031,0.985905031360488,30.92,34.87776,6.32395477415993,5.88131988216931,327.001385448613,297.544624325308,0,72.3952857239191,0
0:01:06,,-,1.0926422565694,19.6518391469317,1.07724149822885,-,28.1568828361031,0.985905031360488,30.92,34.87776,6.4147884923401,5.88131988216931,327.001385448613,297.544624325308,0,72.3952857239191,0
0:01:07,,-,1.04465220030384,18.7887086385583,1.03667110498629,-,27.7572382383019,0.99236004546276,29.26,32.88824,6.50362745184237,5.62300580877146,312.639122967693,284.476135369262,0,69.2156047127157,0
0:01:08,,-,1.04465220030384,18.7887086385583,1.03667110498629,-,27.7572382383019,0.99236004546276,29.26,32.88824,6.59047165266673,5.62300580877146,312.639122967693,284.476135369262,0,69.2156047127157,0
0:01:09,,-,1.22581442075221,22.047021955975,1.22713735812597,-,28.8390309344761,1.00107923136762,33.7,39.8334,6.6848460574431,6.598140133492,366.856591422155,333.809615290212,0,81.218884498835,0
0:01:10,,-,1.22581442075221,22.047021955975,1.22713735812597,-,28.8390309344761,1.00107923136762,33.7,39.8334,6.78675066617147,6.598140133492,366.856591422155,333.809615290212,0,81.218884498835,0
0:01:11,,-,1.07667852104593,19.3647216015455,1.09007300750339,-,28.4360831961781,1.01244056252228,32.78,34.97626,6.88245627966467,5.79539254907981,322.223825728837,293.197434144256,0,71.3375752175805,0
0:01:12,,-,1.07667852104593,19.3647216015455,1.09007300750339,-,28.4360831961781,1.01244056252228,32.78,34.97626,6.97196289792268,5.79539254907981,322.223825728837,293.197434144256,0,71.3375752175805,0
0:01:13,,-,0.826466035564487,14.8644970425267,0.837077457327519,-,28.8894630542104,1.01283951342996,29.26,27.76774,7.05106916315812,4.44858424399983,247.34128396639,225.0604208204,0,54.759226476983,0
0:01:14,,-,0.826466035564487,14.8644970425267,0.837077457327519,-,28.8894630542104,1.01283951342996,29.26,27.76774,7.11977507537101,4.44858424399983,247.34128396639,225.0604208204,0,54.759226476983,0
0:01:15,,-,0.890002437934046,16.007238092339,0.889916663776227,-,26.6333540108309,0.999903624805772,32.25,27.993,7.19112194697949,4.79057898587522,266.356191614662,242.362437889911,0,58.9689629902459,0
0:01:16,,-,0.890002437934046,16.007238092339,0.889916663776227,-,26.6333540108309,0.999903624805772,32.25,27.993,7.26510977798356,4.79057898587522,266.356191614662,242.362437889911,0,58.9689629902459,0
0:01:17,,-,0.812169046268046,14.607356947267,0.813737479676581,-,28.3618294809991,1.00193116619716,30.15,27.04455,7.33586237974353,4.37162843627889,243.062541057106,221.167113304957,0,53.8119497092353,0
0:01:18,,-,0.812169046268046,14.607356947267,0.813737479676581,-,28.3618294809991,1.00193116619716,30.15,27.04455,7.40337975225939,4.37162843627889,243.062541057106,221.167113304957,0,53.8119497092353,0
0:01:19,,-,0.763089124553172,13.7246245423232,0.763287721649741,-,29.2578275349858,1.00026025413045,24.89,25.6367,7.46885706465926,4.10744798960342,228.37410822195,207.801835895296,0,50.5600573954492,0
0:01:20,,-,0.763089124553172,13.7246245423232,0.763287721649741,-,29.2578275349858,1.00026025413045,24.89,25.6367,7.53229431694314,4.10744798960342,228.37410822195,207.801835895296,0,50.5600573954492,0
0:01:21,,-,1.05033193202142,18.8908620867162,1.04021045890178,-,27.4344701151219,0.990363548121246,30.3,32.8452,7.60767112769914,5.65357786369167,314.338929221257,286.022820599505,0,69.5919271531642,0
0:01:22,,-,1.05032745765878,18.8907816125679,1.04020603462528,-,27.4345869851203,0.990363554756481,30.3,32.8452,7.69498731094554,5.65355377972656,314.337590152797,286.021602156282,0,69.5916306949591,0
0:01:23,,-,0.660799130815601,11.884876453518,0.673853209439474,-,31.0870112293359,1.01975498758263,25.97,23.99628,7.76611214131594,3.55685590852776,197.761188514144,179.94657258666,0,43.7826210673138,0
0:01:24,,-,0.660816249973789,11.8851843520466,0.673870294495753,-,31.0862058867572,1.01975442420262,25.97,23.99628,7.82104651636845,3.55694805510622,197.766311863906,179.951234417612,0,43.7837553327524,0
0:01:25,,-,0.660816249973789,11.8851843520466,0.673870294495753,-,31.0862058867572,1.01975442420262,25.97,23.99628,7.87598160299731,3.55694805510622,197.766311863906,179.951234417612,0,43.7837553327524,0
0:01:26,,-,0.727038421126785,13.0762305958055,0.732166421126785,-,28.4246876086294,1.00705327235946,25.64,24.07596,7.93366928591084,3.91339937254416,217.585005113456,197.984630910614,0,48.1714430439451,0
0:01:27,,-,0.727038421126785,13.0762305958055,0.732166421126785,-,28.4246876086294,1.00705327235946,25.64,24.07596,7.99410956510902,3.91339937254416,217.585005113456,197.984630910614,0,48.1714430439451,0
0:01:28,,-,0.931257224789089,16.7492306616743,0.933770672034027,-,28.5621086118543,1.00269898281381,28.57,30.39848,8.06303842011846,5.0126394056571,278.702750954535,253.596801180001,0,61.7023847153286,0
0:01:29,,-,0.931257224789089,16.7492306616743,0.933770672034027,-,28.5621086118543,1.00269898281381,28.57,30.39848,8.14045585093916,5.0126394056571,278.702750954535,253.596801180001,0,61.7023847153286,0
0:01:30,,-,0.931253156829543,16.7491574969342,0.933766627679662,-,28.5622333786823,1.00269901995143,28.57,30.39848,8.21787311267072,5.01261750922099,278.701533512687,253.595693407088,0,61.7021151842063,0
0:01:31,,-,0.931253156829543,16.7491574969342,0.933766627679662,-,28.5622333786823,1.00269901995143,28.57,30.39848,8.29529020531314,5.01261750922099,278.701533512687,253.595693407088,0,61.7021151842063,0
0:01:32,,-,0.765315212078823,13.7646620877486,0.796521546411216,-,30.9653324878106,1.04077579256216,14.38,25.61078,8.36580990751588,4.11943025804064,229.040322347059,208.408036481584,0,50.7075514553732,0
0:01:33,,-,0.765315212078823,13.7646620877486,0.796521546411216,-,30.9653324878106,1.04077579256216,14.38,25.61078,8.42943221927895,4.11943025804064,229.040322347059,208.408036481584,0,50.7075514553732,0
0:01:34,,-,0.765315212078823,13.7646620877486,0.796521546411216,-,30.9653324878106,1.04077579256216,14.38,25.61078,8.49305453104202,4.11943025804064,229.040322347059,208.408036481584,0,50.7075514553732,0
0:01:35,,-,0.783574760053108,14.0930712239768,0.825268119435358,-,32.1739306639884,1.05320916587388,23.43,28.32687,8.55743582069782,4.21771516501262,234.504963174702,213.380414503478,0,51.9173757916005,0
0:01:36,,-,0.783574760053108,14.0930712239768,0.825268119435358,-,32.1739306639884,1.05320916587388,23.43,28.32687,8.62257608824635,4.21771516501262,234.504963174702,213.380414503478,0,51.9173757916005,0
