,sg,bw,cleaned
p01,4.137973154299363,4.139197517235501,3.9772386998680824
p02,4.537615271538837,4.5662696760609,4.36596190079859
p04,3.7785428620361876,3.8432218036959607,3.5083729693848285
p07,2.6873475281489205,2.7972253386067263,2.5060705401744414
p08,4.96494031349769,4.962811111971,4.950620947220692
p09,3.6581865498371253,3.682834461636491,3.6012798152390855
p15,3.4137854614950447,3.429020923539113,3.2707083841506
p17,4.0347069636546244,4.040635807849068,4.135673571245306
p18,3.1413564332116337,3.085976010931398,2.9648354038238303
p19,3.0945241206119722,3.0987394294150286,2.225852204270268
p20,3.779599430886823,3.7836610436595706,3.6831950473097086
p21,4.004871554606269,4.046828261001442,3.9118064886066577
p25,3.8384334140857477,3.8406720942502215,3.834466478503224
p26,3.576971532463502,3.5781439332611575,3.5837611658891877
p27,6.291260016978331,6.319747413830862,6.284294058093182
p28,3.607944283857529,3.609355401033074,3.588551818195149
p29,4.205642505019667,4.209076211136253,4.055458331743404
p31,5.50679427036451,5.589246200587327,6.2177502470417485
p32,3.6548994144457185,3.710739309442716,3.545394113321744
p33,4.052640881352105,4.052523683762718,4.005374363465033
p35,4.223493876160327,4.250071309993595,4.044062576491269
p36,3.032832644646718,3.030837343316126,3.021518808669708
p38,4.844157826277221,4.846563508482756,4.8312980764828275
p40,3.1166368637256046,3.1371854649340487,3.034956566000791
p42,3.323861293688273,3.3175825284463216,3.3054864934586106
p43,2.948749537802465,2.954977208537449,2.8317418301840394
p44,3.420350286820722,3.4113610877263008,3.400624735014838
