,sg,bw,cleaned
p01,4.091547615401908,4.085525984214645,4.075187948684096
p02,5.961263842448253,4.947347483269794,5.854174160697725
p04,3.9894713552662746,3.9910080396515,3.9871383513535896
p07,4.892621877467465,4.980714483484225,4.718862983217545
p08,4.840361993233078,4.849309911887644,4.835637930019778
p09,3.078814527368529,3.0510382933628053,2.9700897336699503
p15,3.1737183376897073,3.1845581541283607,2.995513810598879
p17,3.2018105309416462,3.200195213077965,3.194775238143907
p18,3.917494222371201,3.968361382069692,3.821834309198202
p19,2.7156423995188534,2.7228980192147407,2.664346625516553
p20,4.545196035906549,4.560946064356951,4.555182020056495
p21,4.2164896278889685,4.249885471551404,4.1531997283193895
p25,4.424374078067301,4.446008001621844,4.398941462557328
p26,3.1971266183975944,3.1959765199318473,3.1931948861480617
p27,3.594839106943573,3.539612679224048,3.4271357324188645
p28,3.3307598186789917,3.339984258335254,3.3307951079670772
p29,3.5935857566928693,3.660422573591266,3.514622193333245
p30,4.272778465017497,4.272075360619901,5.3681361463887995
p31,4.269715169364482,4.6510175023654385,4.208536210911219
p32,3.278551627509154,3.235818301693253,3.1908484170351947
p33,5.5437836384699315,5.598754258161278,5.4021846472911665
p34,9.460811475259167,9.777425554433144,9.269408090211288
p35,4.684500450450408,4.815920802795691,4.538761768294415
p36,3.242134190108366,3.2716907649391684,3.3113673876451566
p37,3.7105175672831536,3.7188713889572655,3.7329300550065456
p38,4.367538082180329,4.394482011123446,4.34699496332052
p40,3.9146597320060823,3.9502327896505194,3.881324031947244
p42,2.9842339093212584,3.1036254978401323,2.8237733323758336
p43,3.289895590536228,3.2784181522417106,3.2333399766058117
p44,3.236369657780094,3.2250103196368034,3.2211785261007964
