,sg,bw,cleaned
p01,236.2162558536834,239.6441622107494,239.86067078048796
p02,174.25534332959785,174.27083839797476,160.00000062313575
p04,140.00002100023585,65.00000634944662,59.999959028534064
p07,164.9999330820457,164.99554898207273,239.99767797160706
p08,117.72682415661761,118.68599920673951,118.72000391247597
p09,239.9797107849135,239.99467800364098,239.99997690372157
p15,110.62854933731718,110.47400252425058,115.07269788870964
p17,110.00000345227156,127.70801810529261,89.99995995133442
p18,184.48967769470391,185.05138166795302,175.56176997368493
p19,239.999960249819,239.9999921124644,239.9998589260045
p20,120.00001129371545,119.99999606814595,124.99999514362402
p21,142.83231086233255,144.99997652415777,144.99999276377557
p25,149.99999978917722,145.0000240611186,144.9999956403664
p26,128.17078342326272,126.04445965045075,61.503714287008755
p27,239.9985238336461,234.61225420830252,239.96840759010985
p28,217.75066409233895,216.7028666174129,215.00002751924237
p29,92.62620219472555,90.00022560000174,85.00000184982888
p30,204.99899663329367,205.00001755153474,204.99983093785747
p31,235.00000608424563,235.36305191236528,234.99998923908976
p32,91.25619400793799,90.26098525920325,113.69312349587727
p33,162.94232600277147,160.75702706783895,165.00000045567188
p34,120.00001819914,120.00000130685085,94.33639430281589
p35,234.99997969942868,234.99999896547865,234.99998608724408
p36,125.00000041212468,125.00000994541308,129.9997632838476
p37,204.99995311753182,211.80924300725272,205.00000107648302
p38,232.53313166227977,207.7985182380096,207.76956154940729
p40,239.99190895484213,239.99909708179902,189.5545377117855
p42,120.00000055899005,119.99999774655106,119.99992464280963
p43,85.00008111520266,85.00007164255089,93.52303459801428
p44,175.00013353274943,174.78962201605947,158.53044934579722
