,sg,sg,sg,sg,sg,sg,sg,bw,bw,bw,bw,bw,bw,bw,cleaned,cleaned,cleaned,cleaned,cleaned,cleaned,cleaned
,A0,A1,tau1,TD1,A2,tau2,TD2,A0,A1,tau1,TD1,A2,tau2,TD2,A0,A1,tau1,TD1,A2,tau2,TD2
p01,1.0189831805139502,3.3717952388408983,28.87751023017437,11.423454279613741,0.3597438822387102,215.43431201848094,129.99999561819658,1.0858909428075763,3.3020556380506245,28.67110745534928,12.171556625292176,0.5233142891181262,299.9999999999998,131.04795039086773,1.0556663306471759,3.3295315470313667,28.253457676130846,12.387129479572893,0.38322662167544647,216.224083749621,130.00012362305037
p02,1.2935732638290636,2.4034925508616616,18.965167456671637,10.602629526379559,0.5340390819163825,299.9999999511389,128.6787802040133,0.47067703431027824,3.2520866330899696,22.956267302706433,3.5516864542286985e-12,0.44587421876827116,299.9842474609939,135.00095292274537,1.3342705450034196,2.341567189207407,16.132281371771928,13.41286310706292,0.586372131673366,299.999999999153,122.65283585566492
p04,1.0414360521633086,1.8749389539013344,16.18336408053235,13.12836363870159,1.1902994398076534,299.99999999999557,185.40214842070398,1.0579888833753168,1.8579865539833096,16.038929602255678,13.421951431294234,1.1669320964448364,299.9999769176908,184.99910586298498,1.0456962415192728,1.871230355993642,16.28618588370416,13.186743978720498,1.1599319982680776,299.66979597606576,184.99999685988809
p07,0.851546104763743,3.6640478316866094,15.393906978920663,8.121407654052701,0.24388325170970418,155.84357272444007,154.99999620991204,0.9952316834438895,3.5123447361894455,15.341627731574825,8.650824201843562,0.09118564246041022,10.424608909881615,160.0000011541608,0.7085833792013256,3.8128762418879756,17.00835663463008,5.683562462341998,0.0826268710653198,16.46040501447721,164.9999995634851
p08,1.2479838982130556,3.597342327084229,18.95276008552721,11.683340146300303,0.13901431981253057,10.000000621067228,104.50403451876745,1.3136200275336385,3.5285082751086856,18.78378262617042,12.144458641140348,0.15150235330642972,10.459385688145165,104.73287501121746,1.26078002992502,3.5980828361637758,19.25616633252045,11.716694260455915,0.13251963571681646,10.000407545777128,110.00000635967697
p09,0.8180944027588978,2.3619011461752617,16.17907051028657,12.69499391263022,0.05712481743306207,10.00072654323668,99.99999184413603,0.8131748261889956,2.360810717240123,15.760008026487139,12.878407821189322,0.0637315864597233,10.00508094709476,99.99999301976531,0.851552915921362,2.3056495490215902,14.501666531572198,13.96751854900327,0.08124052635630963,10.000000000408606,99.1488393531028
p15,0.7703332552066795,3.633673333803477,17.927644438348544,13.719454330166476,0.36643408543349654,128.76137262449672,100.00000003449368,0.7861479012219292,3.617735701998215,17.90046115589789,13.76650049825361,0.40549777749051164,147.30785095676367,100.00000516649645,0.6853078056701289,3.750322471028181,19.74822262554108,11.823198652621196,0.40667223047884965,181.1564437606855,104.9998695465981
p17,1.0612488482590956,3.37839530203465,17.517980261166304,11.29144178079671,0.3952382220555521,101.25738278903135,115.00004308641903,1.0721188376868227,3.3689865010575555,17.48676262628242,11.365299357695793,0.5468501282084309,157.92911305936468,115.00000843181827,1.0702391458555467,3.3719764129216894,17.31384160490665,11.594259323061582,0.4173183430321184,101.13348165392523,119.99998987956917
p18,0.5331234897703537,2.258058107954625,13.899455925982643,8.820636190434444,0.3583097902192933,248.45192258130967,225.00031663467627,0.5816600285787766,2.209685486216658,13.932165459588818,9.062988853286766,0.9454766348111245,299.999937349529,229.87627530892723,0.4870635430529107,2.305921398050587,14.641858436000968,7.693561185268656,1.440610292654795,232.4995586868754,235.00019679478532
p19,0.8033642264048834,2.1558640728704286,17.942381370280533,11.00244262012107,0.062061375063844446,254.65203818959472,185.00081899390236,0.7866852423251021,2.171869969569035,17.79823112949623,10.96975649638686,0.07464157285626981,261.2084900278916,185.00035167204533,0.8231003527840515,2.1324315681904973,16.963510591513394,12.04705089362249,0.09201633927951695,262.65393528445384,185.0000016785403
p20,0.7517649458610752,1.7915140568113799,22.939091250736436,10.104033604134697,0.41421249992621817,298.16202614197357,174.99999198608688,0.8179386333593134,1.7231195492847025,22.710858226799296,11.077823288466838,0.08569584738070231,37.321799882667214,175.0000074238116,0.7738825028867763,1.7568807270745994,22.05718382122898,10.904831983107515,0.22354357514510415,299.9999996233681,123.66578369229231
p21,0.8020747674807204,2.666882517551264,25.347571525890725,12.118667832089809,1.119040438159173,299.99999999999994,134.91865235395275,0.8665421678232909,2.614278549498635,25.73070280579335,12.608243558843574,0.35637061109779045,53.910194880674496,149.9996969753424,0.7689539874471978,2.7316898717029763,27.67604338774307,10.232164909095001,0.6214116430558492,136.09890615880587,150.0000023311437
p25,0.7454718072074201,2.5409024873610986,17.631739054121564,10.583356060366604,0.3060964552302894,187.39155664075807,180.0000267901841,0.6901291384398154,2.5961089773909105,17.735478315963217,10.096566504169353,0.32934660706246743,184.45108609951606,179.99999838001196,0.7453306662696323,2.535580651140397,17.018076656110857,11.191761168121623,0.08552401434492475,16.2204797285009,184.99997681159851
p26,1.1369070785949116,2.9530879893637128,22.58074648996968,9.328983669818934,0.8178791188292321,116.39292043811228,98.44600577670637,1.137363480152706,2.950164225532331,22.449729724104927,9.382376160956508,0.7987505702223461,111.14572180399948,98.62710676864688,1.155458263377784,2.9332448107635702,22.33770226806367,9.643719016296789,0.7708169664145993,103.55433233469672,99.99960448917629
p27,0.9696565558246655,2.7226042829087893,14.458973252098021,13.792208527510057,1.895145456848727e-07,299.99981227430607,239.67482412069302,0.9857605097174877,2.7040758356973598,14.171500302142347,14.056339157279513,2.1999483053796928e-07,299.99979188863676,239.56885988226614,1.0317986757107291,2.6539557750756977,12.750921551643229,15.617971353341767,1.1764682679383989e-09,299.9999995478408,239.99999934426788
p28,1.172523579740991,3.2774634926897486,24.3483767096122,12.304163340098011,2.2093664752811057,299.99999999999994,159.9050886225271,1.2315345390670447,3.2081107779594515,23.95692952542169,12.899050474949897,2.0460298182506382,299.99999999999994,154.4492651851374,1.1899088650194285,3.2481047723046634,23.86032694943292,12.688968255148037,2.0638509261610563,299.99999999999994,154.1956956524686
p29,0.823887412045393,2.6127855257789756,17.437355305567646,8.212295280294459,0.08799360723998034,10.000000345943828,219.7748844727451,0.8883582656672968,2.5480497458006943,17.413433856833766,8.598828728825652,0.2845059907413252,45.8842616468705,219.99997580049765,0.7617643074463538,2.6774909210719584,18.359600955566396,6.763305425770253,0.0908404102287035,10.295700679149137,219.99999158305326
p31,0.346793670392621,2.461721909324303,16.34320985049824,8.339892658394753,2.9049219754835513e-12,299.9999446367428,239.99260771223086,0.5214104852581106,2.2835474404164766,15.029364520071297,10.902478025996373,8.668508493656598e-10,299.99990843923246,239.99371915132627,0.2918883047443759,2.5174406961476965,16.848371165900947,7.176508723422203,1.7591944957940707e-08,299.99998984273833,237.8316751143032
p32,1.093114667236507,3.3753248553805633,17.803954254492428,11.396698142102414,0.6464532320090203,298.7272274439415,64.99999551998867,1.1280831176561723,3.3279534913216717,17.32278933579943,11.87659988697265,0.619708029643182,265.6870126775384,63.845829813287416,1.1515747196310646,3.2857398071579436,16.274217852346723,12.87568786309568,0.5544614588445099,203.65961482069721,65.00000766765258
p33,1.0256842758472275,2.0265642009115212,22.461791769727075,12.145657526191323,1.6356629449183853,299.99999999999994,155.0389998419272,1.081913753619812,1.9705022238067613,22.58946775371723,12.641442340165266,1.6624493292174614,299.99999995274624,155.35694589601047,0.920307638637714,2.1403340086231637,25.051559138101915,8.30729738949466,0.7859373717956978,130.10734973585832,155.00000856994083
p35,1.0711829382204572,2.163538624983461,15.05288744512981,11.421399017625289,1.3714529080512347e-08,299.9999838183912,239.75508149180067,0.7956196012741831,2.4439188272260615,17.577419641240876,6.56389015656197,5.040071711111519e-12,285.1947994082168,239.99881044002052,1.1140186433437747,2.1162695485984377,13.304822238102568,13.505477924350448,1.1443389824869444e-13,299.99999046948585,239.99861084182226
p36,0.833100683704448,2.745109434362543,33.44749782033144,8.084587761993646,1.5090863286405614,296.0185575925837,80.00000511095166,0.871595635241876,2.7052135893286486,33.43612424598986,8.554944675543831,1.323859954404926,252.90376998946365,80.0000007177378,0.7824087211885769,3.1359627892136106,45.227046502033076,5.00000010695999,0.9007127859876578,259.38166697765377,136.9362233847333
p38,0.6926142633952876,1.7837846418689929,16.29697629424991,7.489165753741718,0.32342930219577454,299.99999999999994,128.28973993877938,0.6459338735412207,1.830426790782689,16.067410854102313,7.363995237045593,0.3217839328063234,299.9999999999991,129.44178540544743,0.7146051646207384,1.7628835876154492,16.054926041202105,8.209411018465586,0.32710343117066104,299.99999999999994,131.28367014423637
p40,0.7866300206696828,2.767175485593641,18.256062376875178,11.626935957325168,1.1682691135885388,299.99999995261254,182.44067199337482,0.8421829110965724,2.7121303372151857,18.24553367867204,11.988029955669678,1.1833663803903298,299.9999999999479,183.64007545431286,0.7672528234409642,2.791798447311149,19.06866440994037,10.682573163231623,0.31576605542633324,52.874682941725275,189.99998622532092
p42,0.5268024986552643,2.1924170759474175,14.454000193657953,8.324487125796635,0.0919527767876037,10.000000000000002,189.77214426368954,0.593349547089624,2.1258766221153595,14.485240227927907,8.682357667465002,0.09385256902846954,10.53025686918387,189.99998853525707,0.4606936026002547,2.2595747386224256,15.272950430280442,6.812820560849456,0.09576749855677992,10.635971605359746,190.00000014806093
p43,0.9877801013647853,2.7749220557209084,21.50502001176102,10.757970116447726,0.5279961058432099,258.14819569085955,170.00001802447372,0.9531153052010094,2.7477205409274115,19.597634234508067,11.163469213237986,0.3854361140456827,298.3657353281734,80.00088057695692,1.0086740145898907,2.682428086155325,18.723181784219545,12.271778759417899,0.4159679467591934,299.29410142873803,79.99994989263594
p44,1.0262917039814945,2.626830413967976,19.899099843656906,13.844681182727978,1.4535679003314543,299.99999999999994,102.55110095210199,1.03951513546453,2.6031897063780787,19.41833339695166,14.169179831661845,1.4819781525682445,299.999999997737,100.87446470957008,1.0395886433157862,2.6016842576827006,19.286604191359295,14.314228576488807,1.4487611382125405,296.38023963716387,99.99996085328924
