,sg,bw,cleaned
p01,3.5081338465547534,3.5581978922540065,3.502556596823472
p02,4.986106942066953,5.0415952114915745,4.978753413301896
p04,3.4337357806890374,3.4344685107872177,3.4310242584403072
p07,4.922813305937574,4.952307575668089,4.906210253573477
p08,5.132400703576372,5.143695149140797,5.129540574771813
p09,4.509119413692293,4.508727671820618,4.507567708150339
p15,3.7826726746636647,3.7800464095043464,3.7767354851873427
p17,3.160085556365502,3.160828574113217,3.15933017475849
p18,3.1335947716463863,3.134077117488839,3.1154581968182247
p19,2.754640949021341,2.760529914169542,2.754581580971708
p20,4.680695081547256,4.716138652392259,4.679585626174551
p21,4.518217878975043,4.5163369926848045,4.49845352007694
p25,3.5127040734191595,3.5222341253950664,3.505361018814663
p26,3.447794163681559,3.4483665816042017,3.446633186602622
p27,4.705194063516065,4.705307658694441,4.70488862386477
p28,3.428495331514233,3.4396103798892033,3.4218597809240303
p29,4.4017164983937604,4.4125140261693865,4.400395533233254
p31,4.340555178588129,4.418855221815621,4.337297671606237
p32,3.3962830213608783,3.4000511552770893,3.396139276189886
p33,5.2410134352574795,5.263557729314909,5.235231590373166
p35,4.04430195170196,4.076227200025542,4.029967908966926
p36,3.6484778635474253,3.6523445450829306,3.6438162795081475
p38,3.5653185875535414,3.579401663468252,3.5634714064554687
p40,3.851877279111588,3.865733414718184,3.8515028476096647
p42,3.3430947094801593,3.367139364415902,3.3422037249327796
p43,3.0216437123920157,3.03372181263956,3.0182944692358435
p44,3.7879187321034604,3.7887079633148746,3.7872177694355207
