,sg,sg,sg,sg,sg,bw,bw,bw,bw,bw,cleaned,cleaned,cleaned,cleaned,cleaned
,breakpoint,slope1,intercept1,slope2,intercept2,breakpoint,slope1,intercept1,slope2,intercept2,breakpoint,slope1,intercept1,slope2,intercept2
p01,67.24244698810143,0.0548562842658459,0.8566073583476722,-9.198281439047776e-05,4.5514632945785065,67.28747564344273,0.055140361180224806,0.8397409377037593,-0.00016462247435608426,4.561073678322369,67.1739498285798,0.05512084545245928,0.8432429642157815,-0.00011201306757451064,4.553452231329578
p02,41.57702562526384,0.06495792352918009,1.0186787253864376,0.001428652755953648,3.6600368442791984,41.19016883226254,0.06717726253371513,0.9538951433884528,0.0013854541854432336,3.6638708370336324,41.60600972948572,0.06520486489657536,1.0070371322196117,0.0014158693593165192,3.661042701176924
p04,38.79466825004122,0.06900135823044092,0.37654973021011634,0.0010437371515248063,3.012943095028675,38.85529386285745,0.06834558641697007,0.3973089446711414,0.0010502195008835567,3.012090201804498,38.548126229504334,0.069574792862248,0.36962667272833205,0.0010546116697808063,3.0109512666040663
p07,36.398719386659764,0.11156983231082486,0.5919151238094945,0.001364284409402049,4.603255936726474,36.54826263948618,0.10930957256424004,0.6580104931172578,0.001351306413693472,4.6036975584909845,36.28580996197541,0.11187296012888198,0.5926578884619126,0.0013645549894134767,4.602544876553654
p08,46.639804809578976,0.07891231918875466,0.7486977935257628,0.0051787607227378,4.187616568296469,46.40479528563674,0.07980766057372682,0.722563939694033,0.0051986934799845294,4.184777784151952,46.72455832928441,0.07890850122804838,0.7444867669101632,0.00516512757636404,4.190113330496503
p09,52.69881030922768,0.04959222734956158,0.5254691301126289,0.00047626762416359705,3.1138217748370436,52.31228801645778,0.05089741962599347,0.47906418951390833,0.00042694283699932313,3.1192903076277174,52.458553013125474,0.04997088693152551,0.5155925947268468,0.0004848429948672498,3.1115588539878902
p15,47.219750472593134,0.08194923626690896,0.3861513512986034,0.0038790239917319775,4.072607294274838,47.16605215626261,0.08166771747538726,0.4018657114439724,0.0038967428790789268,4.070015555496826,47.16787976744564,0.08199833937566699,0.38774828869598843,0.0038837973174574675,4.072245616586691
p17,42.087703754996156,0.09391675748603703,0.4118012316132692,0.002146995290328079,4.274179796572713,41.90386859937211,0.09494361037839492,0.3873767826515908,0.0020997409077491455,4.277894089206788,41.31515958391206,0.09613458909289016,0.3782209233618017,0.002237406419111685,4.257598010008703
p18,36.14280918244962,0.07506696123472228,0.1838073977760428,0.0008208645249313342,2.867269903699717,35.77519121620488,0.07626620676259872,0.16500820105127098,0.000852006866241455,2.8629656227605507,35.809246232305064,0.07587267405385492,0.17621349727314078,0.0008497890236155616,2.8627264603788953
p19,42.04522228874319,0.06084637325473101,0.41484894800091293,-3.5175670157190654e-05,2.9746272058308314,41.74828996220651,0.06162129397707236,0.3990725611197505,-2.3839364448569972e-05,2.972651462620451,42.004096897584446,0.06087595263752202,0.416287179410796,-3.582921710138903e-05,2.9748315666369236
p20,43.11993684828503,0.048939066351471466,0.3883195090274668,0.0013663808616563666,2.4396507030516195,42.78351579076395,0.050027145730114624,0.35859954481231915,0.001345037569225653,2.441391288041391,42.94898285941966,0.04931241591617648,0.37981409519612586,0.0013633610403850564,2.4391772311818642
p21,47.024099107426906,0.06874896923781501,0.2377174584755023,0.002541527016750645,3.3510627831280737,47.020024258060246,0.06810067864922098,0.26668497616026066,0.00255521132372138,3.3486344398111476,46.8931640048384,0.06889809694051376,0.23875524289238978,0.0025464150590899844,3.3501955433548587
p25,48.23789534610258,0.05717319830081015,0.44968846788512185,0.0010036694155020841,3.159188323894498,48.12569629908383,0.05754224450187595,0.440328930859439,0.0009744409632232913,3.1626938642668763,48.255687996637405,0.057045865258554374,0.45596095517268304,0.0009867679894157635,3.1611312623653838
p26,58.61240852757575,0.05525182602907035,0.8526934711323768,0.004417007216561688,3.8322446387964275,58.41552612071289,0.05545747312354762,0.8481668665000174,0.0044436848630549685,3.8281641471473424,58.17885435912181,0.05578503519355221,0.8399062453807309,0.004446301451275112,3.8267349587544026
p27,48.499662661749,0.07633244216723652,0.38402978719123787,-0.002852733331734598,4.224484086702729,51.710118633227815,0.06929708393830025,0.5376775472044881,-0.0031947372863321967,4.286238222668975,48.249463803545545,0.07671951483791986,0.3825130558080176,-0.0028302176401102533,4.220744993588463
p28,47.56898556173437,0.08999170712481368,0.6201827550656048,0.0003371466819550825,4.884959246315586,47.236517082593636,0.09134579136328312,0.581756795799885,0.0003766863749783967,4.878820477568195,47.53917597853777,0.0904349060648744,0.6021041427682806,0.0003375660508833922,4.885257444891552
p29,43.68965044166995,0.062305642463249995,0.640433690882041,0.0012345676510148906,3.308607601525667,43.10552807197966,0.06453020980651054,0.5821871989758819,0.0011825817532814579,3.3128201583176744,43.80617173524339,0.062284632416444996,0.637170542701798,0.0011949850462514822,3.3132741266459544
p31,41.83447020131698,0.061016356016372196,0.43597780087131344,-0.00023708915256551825,2.9984832275192423,41.97377685559306,0.06019709111625759,0.46016437780424474,-0.00022004357577622418,2.996099707621982,42.031458037489664,0.060780152669990026,0.43500975323104873,-0.00023724684247849976,2.999660020396112
p32,37.411982572991356,0.10646062523459483,0.5075395787673995,0.0030191127914931436,4.377491639612589,37.49494344155653,0.1052351936982728,0.5435019571777443,0.0030364693846190428,4.375437345117421,37.27496293177422,0.1069674829476725,0.5017705887775863,0.003024264232568797,4.376250213392377
p33,54.142542885101264,0.0486965011799793,0.6792626155934156,0.0033333214951614494,3.135340517083221,54.119908033074886,0.04876359064803334,0.6789304773811562,0.0032845120442827106,3.140254028845124,54.2514776727021,0.04871416785850849,0.675581057810299,0.003308555530892314,3.138902621217335
p35,41.054940580153534,0.059201026705487866,0.7490560257271817,-0.00025485078081787947,3.1900135430683525,39.117942159734746,0.0639036062864904,0.6606078790491364,-8.243747923458329e-05,3.1636102381070224,40.72823326494654,0.059920945177698165,0.7350330287397214,-0.0002187932540363189,3.1844183240802733
p36,63.94442440861305,0.0474174883001005,0.731163035318793,0.004137477498797355,3.4986784144066783,63.9510249044444,0.04739807056689237,0.7320051589802733,0.004139564015806541,3.4984309887578346,63.51437650347212,0.047769721189176,0.7226211611972433,0.0041821584662211884,3.491058030851702
p38,35.8755702108276,0.055027024926511243,0.4811613339941737,0.00033612159643939027,2.4432286763057514,35.51864782543609,0.05643247850624549,0.4499197176933865,0.00033045084225388495,2.4425878805835772,33.12791863063722,0.06085497952456254,0.4155672328591872,0.0005012500045307236,2.414960673454289
p40,46.976799565027264,0.06499882218781819,0.6631325224064204,0.0009701558151440592,3.670994349011534,46.48425070725922,0.06682096081592069,0.6085071076697406,0.0009732227898859686,3.669389870577865,46.60159747379819,0.065740424461096,0.647759107558861,0.0010057278645562784,3.664499380939259
p42,41.34991885344651,0.05110988608561197,0.6848744899032713,0.00028579344297761765,2.7864465964762495,41.378799217103094,0.05017261989887439,0.7196903313600197,0.0003146246692747629,2.7827543053329067,41.139385858185335,0.05127762884498491,0.6875067430439237,0.0002956090296595394,2.7848757280562446
p43,52.31223781735436,0.05275711802425981,1.008545199408977,0.0013177847276784013,3.699451835985898,52.01422501616024,0.05354258720535562,0.980541832230604,0.0013526029005425282,3.6951634194510232,52.09546462690327,0.053113057503927856,0.9985414389204114,0.0013400518451522816,3.6956802238456175
p44,46.00876616349649,0.0767905991088744,0.2985174873195283,0.0029651784291178105,3.6951340042962073,44.01617295007357,0.08094203276283382,0.23613778550540973,0.0031509031313401497,3.6602056013468283,43.7696241561686,0.0813450349904987,0.23271930083351444,0.0031986094101391746,3.65315897763385
